1,1,1236,948
1,2,1122,892
1,3,1018,801
1,4,933,740
1,5,854,708
1,6,1112,610
1,7,1069,484
1,8,1051,412
1,9,1037,348
1,10,1194,591
1,11,1188,454
1,12,1186,376
1,13,1185,313
1,14,1270,609
1,15,1275,478
1,16,1275,399
1,17,1277,332
1,18,1343,655
1,19,1381,561
1,20,1406,503
1,21,1425,448
2,1,1248,947
2,2,1130,905
2,3,1024,804
2,4,936,738
2,5,851,717
2,6,1114,612
2,7,1073,490
2,8,1052,415
2,9,1036,349
2,10,1194,593
2,11,1190,457
2,12,1192,378
2,13,1192,309
2,14,1270,608
2,15,1278,479
2,16,1281,402
2,17,1278,329
2,18,1342,649
2,19,1381,563
2,20,1408,507
2,21,1429,450
3,1,1249,949
3,2,1131,908
3,3,1024,806
3,4,937,741
3,5,854,720
3,6,1114,612
3,7,1072,489
3,8,1052,415
3,9,1036,349
3,10,1193,593
3,11,1188,455
3,12,1190,373
3,13,1190,305
3,14,1270,607
3,15,1276,477
3,16,1278,401
3,17,1274,331
3,18,1341,646
3,19,1381,562
3,20,1409,506
3,21,1430,450
4,1,1249,952
4,2,1131,911
4,3,1023,807
4,4,936,742
4,5,852,721
4,6,1113,611
4,7,1072,490
4,8,1051,415
4,9,1036,350
4,10,1193,592
4,11,1188,455
4,12,1190,374
4,13,1189,306
4,14,1271,607
4,15,1276,478
4,16,1277,401
4,17,1273,330
4,18,1342,646
4,19,1382,562
4,20,1409,506
4,21,1429,450
5,1,1248,952
5,2,1128,909
5,3,1021,806
5,4,934,740
5,5,851,720
5,6,1113,611
5,7,1072,490
5,8,1051,416
5,9,1036,350
5,10,1193,592
5,11,1189,455
5,12,1190,374
5,13,1189,306
5,14,1270,606
5,15,1276,476
5,16,1278,401
5,17,1274,330
5,18,1341,646
5,19,1381,561
5,20,1408,506
5,21,1428,450
6,1,1249,952
6,2,1129,909
6,3,1021,805
6,4,934,741
6,5,850,722
6,6,1113,611
6,7,1071,489
6,8,1051,415
6,9,1035,350
6,10,1193,592
6,11,1189,455
6,12,1190,374
6,13,1189,306
6,14,1270,606
6,15,1277,477
6,16,1278,401
6,17,1274,330
6,18,1341,647
6,19,1382,562
6,20,1408,506
6,21,1429,450
7,1,1248,951
7,2,1129,908
7,3,1021,805
7,4,933,740
7,5,849,720
7,6,1113,611
7,7,1072,488
7,8,1052,414
7,9,1037,348
7,10,1193,592
7,11,1188,455
7,12,1189,374
7,13,1189,305
7,14,1270,607
7,15,1277,477
7,16,1278,402
7,17,1274,331
7,18,1342,647
7,19,1382,562
7,20,1408,506
7,21,1429,450
8,1,1249,952
8,2,1130,908
8,3,1022,805
8,4,934,740
8,5,850,720
8,6,1113,611
8,7,1072,489
8,8,1052,415
8,9,1037,349
8,10,1193,592
8,11,1188,455
8,12,1189,374
8,13,1189,305
8,14,1270,607
8,15,1277,477
8,16,1278,401
8,17,1274,331
8,18,1342,647
8,19,1382,562
8,20,1409,506
8,21,1429,450
9,1,1249,951
9,2,1129,908
9,3,1022,805
9,4,935,740
9,5,850,719
9,6,1114,610
9,7,1073,488
9,8,1053,414
9,9,1038,348
9,10,1194,592
9,11,1189,455
9,12,1190,374
9,13,1189,305
9,14,1271,607
9,15,1277,477
9,16,1279,402
9,17,1274,332
9,18,1343,647
9,19,1383,562
9,20,1409,506
9,21,1429,450
10,1,1250,951
10,2,1130,908
10,3,1023,804
10,4,935,739
10,5,851,718
10,6,1114,610
10,7,1073,488
10,8,1054,413
10,9,1039,347
10,10,1194,592
10,11,1189,455
10,12,1190,373
10,13,1190,305
10,14,1271,607
10,15,1278,478
10,16,1280,402
10,17,1276,332
10,18,1343,647
10,19,1383,562
10,20,1409,507
10,21,1430,451
11,1,1250,951
11,2,1130,908
11,3,1023,804
11,4,936,739
11,5,852,718
11,6,1115,610
11,7,1074,488
11,8,1054,413
11,9,1039,347
11,10,1195,592
11,11,1190,455
11,12,1191,374
11,13,1190,305
11,14,1273,607
11,15,1279,477
11,16,1280,402
11,17,1276,332
11,18,1344,647
11,19,1384,562
11,20,1410,507
11,21,1430,450
12,1,1249,951
12,2,1130,907
12,3,1024,804
12,4,938,739
12,5,853,718
12,6,1115,611
12,7,1075,488
12,8,1055,414
12,9,1040,348
12,10,1196,593
12,11,1191,455
12,12,1192,374
12,13,1191,305
12,14,1272,608
12,15,1279,478
12,16,1281,402
12,17,1277,331
12,18,1344,647
12,19,1383,562
12,20,1409,506
12,21,1430,450
13,1,1249,950
13,2,1131,907
13,3,1025,804
13,4,938,738
13,5,853,717
13,6,1116,610
13,7,1076,488
13,8,1056,413
13,9,1041,347
13,10,1196,592
13,11,1191,455
13,12,1193,374
13,13,1191,304
13,14,1273,607
13,15,1280,478
13,16,1282,402
13,17,1277,332
13,18,1344,647
13,19,1384,562
13,20,1410,506
13,21,1431,450
14,1,1250,950
14,2,1131,907
14,3,1025,803
14,4,938,738
14,5,853,716
14,6,1116,610
14,7,1076,487
14,8,1056,413
14,9,1041,347
14,10,1196,592
14,11,1192,455
14,12,1193,374
14,13,1193,305
14,14,1273,607
14,15,1280,477
14,16,1282,402
14,17,1278,331
14,18,1344,647
14,19,1384,561
14,20,1411,506
14,21,1431,450
15,1,1250,950
15,2,1131,906
15,3,1025,803
15,4,938,737
15,5,854,715
15,6,1117,610
15,7,1076,487
15,8,1056,413
15,9,1042,347
15,10,1197,592
15,11,1192,455
15,12,1194,374
15,13,1193,305
15,14,1273,607
15,15,1280,478
15,16,1282,402
15,17,1278,331
15,18,1344,647
15,19,1383,561
15,20,1410,506
15,21,1431,449
16,1,1250,950
16,2,1131,906
16,3,1025,803
16,4,938,737
16,5,854,715
16,6,1116,610
16,7,1076,487
16,8,1057,413
16,9,1042,347
16,10,1197,591
16,11,1192,455
16,12,1194,374
16,13,1193,305
16,14,1273,607
16,15,1280,477
16,16,1282,402
16,17,1278,331
16,18,1344,647
16,19,1384,561
16,20,1411,506
16,21,1431,449
17,1,1249,950
17,2,1131,906
17,3,1025,803
17,4,938,737
17,5,854,715
17,6,1117,610
17,7,1077,487
17,8,1057,413
17,9,1042,347
17,10,1197,591
17,11,1192,455
17,12,1194,374
17,13,1193,305
17,14,1273,606
17,15,1280,477
17,16,1282,402
17,17,1278,331
17,18,1344,646
17,19,1384,561
17,20,1411,506
17,21,1431,449
18,1,1250,950
18,2,1131,906
18,3,1026,802
18,4,939,737
18,5,855,715
18,6,1117,610
18,7,1077,487
18,8,1057,413
18,9,1042,347
18,10,1197,591
18,11,1192,455
18,12,1194,374
18,13,1193,305
18,14,1274,606
18,15,1280,477
18,16,1282,402
18,17,1278,331
18,18,1344,646
18,19,1384,561
18,20,1411,506
18,21,1431,449
19,1,1249,949
19,2,1131,905
19,3,1026,802
19,4,940,737
19,5,855,715
19,6,1117,610
19,7,1077,487
19,8,1057,413
19,9,1042,347
19,10,1197,592
19,11,1192,455
19,12,1194,374
19,13,1193,305
19,14,1274,607
19,15,1280,477
19,16,1282,402
19,17,1278,331
19,18,1345,646
19,19,1384,561
19,20,1411,506
19,21,1431,449
20,1,1249,949
20,2,1132,906
20,3,1026,802
20,4,940,736
20,5,856,713
20,6,1117,609
20,7,1077,487
20,8,1056,413
20,9,1041,348
20,10,1197,591
20,11,1192,455
20,12,1194,374
20,13,1193,305
20,14,1274,606
20,15,1280,477
20,16,1282,402
20,17,1278,331
20,18,1345,646
20,19,1384,561
20,20,1411,505
20,21,1431,449
21,1,1249,950
21,2,1132,906
21,3,1026,802
21,4,941,736
21,5,856,712
21,6,1118,610
21,7,1077,488
21,8,1056,414
21,9,1040,349
21,10,1197,591
21,11,1193,455
21,12,1194,374
21,13,1194,305
21,14,1274,606
21,15,1280,477
21,16,1282,401
21,17,1278,330
21,18,1345,646
21,19,1383,561
21,20,1410,505
21,21,1431,449
22,1,1249,950
22,2,1132,906
22,3,1027,802
22,4,941,736
22,5,856,713
22,6,1118,610
22,7,1077,488
22,8,1057,414
22,9,1041,349
22,10,1197,591
22,11,1193,455
22,12,1194,374
22,13,1194,306
22,14,1274,606
22,15,1280,477
22,16,1282,401
22,17,1279,330
22,18,1345,646
22,19,1384,561
22,20,1410,505
22,21,1431,449
23,1,1249,950
23,2,1132,906
23,3,1027,802
23,4,941,735
23,5,856,712
23,6,1118,610
23,7,1078,489
23,8,1057,415
23,9,1041,350
23,10,1198,591
23,11,1193,455
23,12,1194,374
23,13,1194,305
23,14,1274,606
23,15,1280,477
23,16,1282,401
23,17,1279,330
23,18,1345,646
23,19,1384,561
23,20,1411,505
23,21,1431,449
24,1,1249,949
24,2,1132,906
24,3,1027,802
24,4,941,736
24,5,856,712
24,6,1118,610
24,7,1078,489
24,8,1057,415
24,9,1041,349
24,10,1197,591
24,11,1193,455
24,12,1194,374
24,13,1194,305
24,14,1274,606
24,15,1280,477
24,16,1282,401
24,17,1279,330
24,18,1345,646
24,19,1384,561
24,20,1411,505
24,21,1431,449
25,1,1249,950
25,2,1133,906
25,3,1027,802
25,4,941,736
25,5,856,713
25,6,1118,610
25,7,1078,488
25,8,1057,414
25,9,1041,349
25,10,1197,591
25,11,1193,455
25,12,1194,373
25,13,1194,305
25,14,1274,606
25,15,1280,477
25,16,1282,401
25,17,1279,330
25,18,1345,646
25,19,1384,561
25,20,1410,505
25,21,1431,449
26,1,1250,950
26,2,1133,906
26,3,1027,802
26,4,941,736
26,5,856,712
26,6,1118,610
26,7,1078,488
26,8,1057,414
26,9,1041,349
26,10,1197,591
26,11,1193,455
26,12,1194,373
26,13,1194,305
26,14,1274,606
26,15,1280,477
26,16,1282,402
26,17,1279,330
26,18,1345,646
26,19,1383,561
26,20,1410,505
26,21,1431,449
27,1,1250,949
27,2,1133,907
27,3,1028,802
27,4,941,736
27,5,856,713
27,6,1118,610
27,7,1078,488
27,8,1057,414
27,9,1041,348
27,10,1197,591
27,11,1193,454
27,12,1194,373
27,13,1194,305
27,14,1274,606
27,15,1280,477
27,16,1282,401
27,17,1279,330
27,18,1345,646
27,19,1383,561
27,20,1410,506
27,21,1431,449
28,1,1251,949
28,2,1133,906
28,3,1028,802
28,4,942,735
28,5,857,712
28,6,1118,610
28,7,1078,488
28,8,1058,414
28,9,1043,348
28,10,1198,592
28,11,1193,455
28,12,1195,374
28,13,1195,305
28,14,1274,607
28,15,1280,478
28,16,1282,402
28,17,1279,331
28,18,1345,647
28,19,1384,561
28,20,1411,506
28,21,1432,450
29,1,1251,948
29,2,1134,906
29,3,1029,802
29,4,944,735
29,5,859,711
29,6,1118,609
29,7,1078,487
29,8,1059,413
29,9,1044,347
29,10,1198,591
29,11,1194,454
29,12,1195,373
29,13,1195,305
29,14,1275,606
29,15,1281,477
29,16,1283,402
29,17,1279,331
29,18,1346,646
29,19,1384,561
29,20,1411,506
29,21,1432,449
30,1,1251,949
30,2,1134,906
30,3,1029,801
30,4,943,734
30,5,858,711
30,6,1119,610
30,7,1079,488
30,8,1059,414
30,9,1043,348
30,10,1199,591
30,11,1195,455
30,12,1196,374
30,13,1196,305
30,14,1275,606
30,15,1282,478
30,16,1284,402
30,17,1280,331
30,18,1346,646
30,19,1385,561
30,20,1412,505
30,21,1433,449
31,1,1251,948
31,2,1134,904
31,3,1030,801
31,4,945,734
31,5,860,710
31,6,1119,609
31,7,1080,487
31,8,1059,414
31,9,1044,348
31,10,1199,591
31,11,1195,455
31,12,1197,374
31,13,1197,305
31,14,1276,606
31,15,1283,478
31,16,1285,402
31,17,1281,331
31,18,1346,646
31,19,1385,561
31,20,1412,505
31,21,1433,449
32,1,1253,948
32,2,1135,905
32,3,1030,800
32,4,945,733
32,5,860,710
32,6,1120,609
32,7,1081,487
32,8,1060,414
32,9,1044,349
32,10,1200,590
32,11,1196,454
32,12,1198,374
32,13,1198,305
32,14,1276,605
32,15,1283,477
32,16,1285,401
32,17,1282,331
32,18,1347,645
32,19,1386,560
32,20,1413,505
32,21,1434,448
33,1,1252,948
33,2,1135,905
33,3,1031,801
33,4,946,732
33,5,861,708
33,6,1120,609
33,7,1081,487
33,8,1061,414
33,9,1046,348
33,10,1200,590
33,11,1196,454
33,12,1198,373
33,13,1198,305
33,14,1276,605
33,15,1283,477
33,16,1285,401
33,17,1281,330
33,18,1346,645
33,19,1386,560
33,20,1413,505
33,21,1434,449
34,1,1253,948
34,2,1135,905
34,3,1030,800
34,4,946,732
34,5,862,707
34,6,1120,609
34,7,1081,487
34,8,1061,414
34,9,1045,349
34,10,1200,590
34,11,1196,454
34,12,1198,374
34,13,1198,306
34,14,1276,605
34,15,1283,476
34,16,1285,401
34,17,1282,331
34,18,1347,645
34,19,1386,560
34,20,1413,505
34,21,1434,449
35,1,1253,947
35,2,1136,905
35,3,1031,801
35,4,947,732
35,5,862,707
35,6,1120,609
35,7,1081,487
35,8,1061,413
35,9,1046,347
35,10,1200,590
35,11,1196,454
35,12,1199,373
35,13,1199,305
35,14,1276,605
35,15,1283,476
35,16,1286,401
35,17,1282,330
35,18,1347,644
35,19,1386,560
35,20,1414,505
35,21,1435,449
36,1,1254,948
36,2,1136,905
36,3,1031,800
36,4,946,732
36,5,862,707
36,6,1120,608
36,7,1081,487
36,8,1061,413
36,9,1046,348
36,10,1200,590
36,11,1196,454
36,12,1199,374
36,13,1199,306
36,14,1277,604
36,15,1284,476
36,16,1286,401
36,17,1282,330
36,18,1347,644
36,19,1387,559
36,20,1414,504
36,21,1435,448
37,1,1254,947
37,2,1137,905
37,3,1031,801
37,4,947,732
37,5,863,706
37,6,1120,609
37,7,1081,487
37,8,1061,413
37,9,1046,347
37,10,1200,590
37,11,1196,454
37,12,1199,373
37,13,1199,306
37,14,1276,605
37,15,1284,476
37,16,1286,401
37,17,1282,330
37,18,1347,644
37,19,1387,559
37,20,1414,504
37,21,1435,448
38,1,1254,946
38,2,1137,905
38,3,1031,800
38,4,947,731
38,5,864,706
38,6,1120,608
38,7,1081,487
38,8,1061,413
38,9,1046,348
38,10,1200,589
38,11,1196,454
38,12,1198,373
38,13,1198,306
38,14,1277,604
38,15,1284,476
38,16,1285,401
38,17,1281,330
38,18,1347,644
38,19,1387,559
38,20,1414,504
38,21,1435,448
39,1,1254,946
39,2,1137,905
39,3,1031,800
39,4,948,731
39,5,864,706
39,6,1120,608
39,7,1081,487
39,8,1061,414
39,9,1046,348
39,10,1200,589
39,11,1196,454
39,12,1198,374
39,13,1198,307
39,14,1277,603
39,15,1283,475
39,16,1285,400
39,17,1281,330
39,18,1347,643
39,19,1387,558
39,20,1413,504
39,21,1434,448
40,1,1254,946
40,2,1137,904
40,3,1031,800
40,4,947,731
40,5,864,706
40,6,1120,608
40,7,1081,488
40,8,1061,415
40,9,1045,349
40,10,1200,589
40,11,1196,454
40,12,1197,374
40,13,1197,307
40,14,1276,603
40,15,1283,476
40,16,1284,401
